Date,SP5oo_Open,SP5oo_High,SP5oo_Low,SP5oo_Volume,CAC40_Open,CAC40_High,CAC40_Low,CAC40_Volume,FTSE100_Open,FTSE100_High,FTSE100_Low,FTSE100_Volume,DaxG_Open,DaxG_High,DaxG_Low,DaxG_Volume,Dow_Open,Dow_High,Dow_Low,Dow_Volume,Russe_Open,Russe_High,Russe_Low,Russe_Volume,NASDc_Open,NASDc_High,NASDc_Low,NASDc_Volume,Gold_Open,Gold_High,Gold_Low,Gold_Volume,Platin_Open,Platin_High,Platin_Low,Platin_Volume,Silver_Open,Silver_High,Silver_Low,Silver_Volume,Copper_Open,Copper_High,Copper_Low,Copper_Volume,Oil_Open,Oil_High,Oil_Low,Oil_Volume,Gas_Open,Gas_High,Gas_Low,Gas_Volume,JPY_Open,JPY_High,JPY_Low,JPY_Volume,EUR_Open,EUR_High,EUR_Low,EUR_Volume,GBP_Open,GBP_High,GBP_Low,GBP_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Volume,CVX_Open,CVX_High,CVX_Low,CVX_Volume,TNX_Open,TNX_High,TNX_Low,TNX_Volume,FVX_Open,FVX_High,FVX_Low,FVX_Volume,IRX_Open,IRX_High,IRX_Low,IRX_Volume,Bitcoin_Open,Bitcoin_High,Bitcoin_Low,Bitcoin_Volume
2014-09-17,0.9943105814467257,2010.739990234375,0.9913216272334441,3209420000.0,0.9972596982185676,4444.830078125,0.9948501660768985,103391900.0,0.99637669506886,6816.89990234375,0.9947190070976951,596526700.0,0.9976834511953961,9695.4404296875,0.9953122093171414,67216900.0,0.9947680717070528,17221.109375,0.9923292044375045,87810000.0,0.9931973834422408,1159.8499755859375,0.9914472370704767,3209430000.0,0.9937936579058271,4582.39990234375,0.9906075331748139,1796710000.0,1.0,1236.199951171875,0.9884323513002434,10.0,1.0,9.539999961853027,0.9884696376187532,81600.0,0.9954509453089583,18.684999465942383,0.9884934354437753,45.0,1.0,3.1494998931884766,0.9933323038071273,223.0,0.9963181308320005,95.05999755859375,0.9861140360958816,305832.0,0.9878712808766816,4.039999961853027,0.9801980384996437,105992.0,0.9953272210388878,107.64600372314453,0.9952064502918875,0.0,0.9983880111821621,1.2979999780654907,0.9969874397673931,0.0,0.999349751644079,0.6151599884033203,0.9938227859581237,0.0,0.898830052280125,14.529999732971191,0.8072952345359541,0.0,0.9640102567792543,15.5600004196167,0.8727506142342752,0.0,0.9854740560752127,2.615999937057495,0.9751529738662791,0.0,0.9725877454549661,1.8240000009536743,0.9506578764629688,0.0,1.0,0.014999999664723873,0.8666667039195705,0.0,0.9950659423565128,468.17401123046875,0.966354360168869,21056800.0
2014-09-18,0.9953934127986813,2012.3399658203125,0.9953934127986813,3235340000.0,0.9932557795862026,4470.47998046875,0.9922111665031773,104375600.0,0.9938879320617333,6822.60009765625,0.9922317006359193,644480400.0,0.9903011825140021,9798.1298828125,0.9885998454145377,81235700.0,0.993537696881251,17275.369140625,0.993537696881251,85300000.0,0.9972247758011475,1160.300048828125,0.9963543028862795,3235340000.0,0.9960296417983325,4593.97998046875,0.995350466616733,1774840000.0,0.992249326606469,1225.699951171875,0.992249326606469,5.0,0.9968119305571039,9.40999984741211,0.9936238611142079,152000.0,0.9973009857981031,18.524999618530273,0.9889338770349557,36.0,0.9998401394880164,3.127500057220459,0.9884892045746483,199.0,0.9910356625516052,94.81999969482422,0.9792237795080835,170772.0,0.9955301400281413,4.0269999504089355,0.9677179345360714,127102.0,0.9958692439181948,108.94000244140625,0.9949696701109827,0.0,0.9940645701509563,1.2926894426345825,0.9940645701509563,0.0,0.9991059012840606,0.6151800155639648,0.9907018771809886,0.0,0.9976152835331374,12.579999923706055,0.9523052158101312,0.0,0.9971202331991117,13.890000343322754,0.9208063099869884,0.0,0.9935654957594972,2.6419999599456787,0.9901589616645119,0.0,0.9903948734660789,1.8739999532699585,0.9802561676655163,0.0,1.0,0.013000000268220901,0.5384615439723228,0.0,1.0,456.8599853515625,0.9042245264451396,34483200.0
2014-09-19,0.9967710847044374,2019.260009765625,0.9937254024325559,4880220000.0,0.9998107694055105,4492.39013671875,0.9909892108127731,158927900.0,0.9917538982966114,6876.0,0.9917538982966114,1551957500.0,0.9957770030949029,9891.2001953125,0.9907028511078888,195350400.0,0.9951915500238193,17350.640625,0.9946296111184656,349620000.0,0.9981011797249543,1163.8599853515625,0.9824806979318235,4680220000.0,0.9990370080975832,4610.56982421875,0.9897778616072719,3178490000.0,1.0,1218.300048828125,0.9975375524257053,4.0,1.0,9.350000381469727,0.9561496487316744,465200.0,1.0,18.295000076293945,0.9719048955003358,84.0,0.9959683769543325,3.1005001068115234,0.9924205117636745,225.0,0.9973181721011984,93.22000122070312,0.985303553651126,92780.0,0.996430408156566,3.921999931335449,0.9775625134497989,84728.0,0.9940976353665629,109.4469985961914,0.9923342174936881,0.0,0.9993667783409795,1.2929586172103882,0.992454723222298,0.0,0.9923856378176328,0.6133099794387817,0.98667882647721,0.0,0.9302141048057094,12.609999656677246,0.9135607273124391,0.0,0.9601990420690355,14.069999694824219,0.9289267930568712,0.0,0.9931533328950083,2.628999948501587,0.9821225057983599,0.0,0.9934888314870339,1.843000054359436,0.9842647623365925,0.0,1.0,0.009999999776482582,0.5,0.0,0.9912770233771351,427.8349914550781,0.8987857950366556,37919700.0
2014-09-22,1.0,2009.0799560546875,0.991005860053202,3349670000.0,0.9961024431288649,4464.31005859375,0.9933405206899731,86943400.0,0.999926883480472,6838.39990234375,0.9895443377074958,675055200.0,0.9934535038647425,9812.76953125,0.992145020698078,73981000.0,0.9996429005428838,17277.880859375,0.9931402765570819,74300000.0,1.0,1141.989990234375,0.9872416164645434,3349680000.0,0.9999080906516864,4568.8701171875,0.9877978584266872,1881520000.0,0.9984385072831873,1216.800048828125,0.996383938003372,7.0,0.9978237752989624,9.1899995803833,0.9912948936497429,225000.0,0.9991532944104295,17.71500015258789,0.988992396661327,197.0,1.0,3.059000015258789,0.9903563231506232,373.0,0.9954663409789245,92.63999938964844,0.9844559320931174,229232.0,0.9902011071155403,3.878000020980835,0.9809179680859703,89385.0,0.9977376450964375,109.17900085449219,0.9953379067259899,0.0,0.9978054342527889,1.286900281906128,0.9961554572535349,0.0,1.0,0.6129900217056274,0.9967372489198548,0.0,0.9399142184249883,13.979999542236328,0.939198894447214,0.0,0.9164572916248586,15.920000076293945,0.9164572916248586,0.0,0.9937936260671959,2.578000068664551,0.9879751216045699,0.0,0.9917172911199479,1.8109999895095825,0.9817780272988617,0.0,0.7000000372529038,0.009999999776482582,0.30000000931322596,0.0,0.9807921554080926,406.9159851074219,0.9759508582047325,24127600.0
2014-09-23,0.9986819727084846,1995.4100341796875,0.9936654550032702,3279350000.0,0.9998916713328074,4430.77978515625,0.9820618526935102,110550700.0,0.9994541030885647,6777.2998046875,0.9808036219255024,762840800.0,0.9993559686733517,9719.66015625,0.9865602417458493,88196000.0,0.9996522976618638,17171.880859375,0.9932440878375497,77090000.0,0.9954755572977957,1131.6300048828125,0.9885916473370424,3279360000.0,0.9945525135177989,4536.02978515625,0.9939132094388796,1847730000.0,1.0,1221.0,1.0,5.0,0.9913513595993454,9.25,0.9913513595993454,105300.0,1.0,17.735000610351562,0.996616782000222,103.0,0.9991827207558064,3.059000015258789,0.9919908036989719,240.0,0.9849060761763054,92.08999633789062,0.9836030560659861,247770.0,0.9869330984536757,3.9030001163482666,0.976940776350246,76262.0,0.9983015360770715,108.92500305175781,0.994050928562253,0.0,0.9964089249185475,1.289929747581482,0.9958597929988915,0.0,0.9963464922543905,0.6131100058555603,0.9937368022002903,0.0,0.991967878920382,14.9399995803833,0.9257028321383147,0.0,0.9388619733114365,16.520000457763672,0.9388619733114365,0.0,0.9972613577863488,2.555999994277954,0.9910015641788583,0.0,0.9927129982291675,1.784000039100647,0.9871076225318115,0.0,0.7142856762725491,0.007000000216066837,0.7142856762725491,0.0,0.9106231002409299,441.5570068359375,0.8972725714530574,45099500.0
2014-09-24,0.9917740998200495,1999.7900390625,0.9894188720983892,3313850000.0,0.9880837008739828,4416.6298828125,0.9842458888403183,98862200.0,0.9953483953394411,6707.2998046875,0.9917552806199519,793646000.0,0.9926903119996663,9669.4501953125,0.9860715282314821,85850600.0,0.9901339214802145,17226.599609375,0.9888155569732899,80530000.0,0.9920945370348256,1129.5899658203125,0.9880842063538292,3313850000.0,0.9907071344303171,4557.27001953125,0.9874617618719403,1765260000.0,1.0,1218.5999755859375,0.9985229551995133,2.0,0.9967601851075623,9.260000228881836,0.9913606995973352,91800.0,0.9969960042218319,17.64299964904785,0.995862384193406,35.0,0.9898725461522194,3.061000108718872,0.9892192122840475,402.0,0.9831707612882775,93.29000091552734,0.9767392201988484,282634.0,0.9773074991823738,3.921999931335449,0.9678735518289903,52705.0,0.9959534058163482,108.98100280761719,0.9955313357450156,0.0,0.9989963881092285,1.2863903045654297,0.9931281776409727,0.0,0.9959340917202181,0.6124200224876404,0.994742135125463,0.0,0.9792364090234325,14.930000305175781,0.8868050569649523,0.0,0.9885954060145367,16.65999984741211,0.9015606599838483,0.0,0.9879330872551674,2.569000005722046,0.9836512046634637,0.0,0.9872293159802733,1.8009999990463257,0.9794558906764105,0.0,0.5,0.009999999776482582,0.5,0.0,0.9991722483397733,436.11199951171875,0.9656510001946745,30627700.0
2014-09-25,1.0,1997.3199462890625,0.9843140023145028,3273050000.0,0.996194591291897,4430.5,0.9810879045113419,118481600.0,0.9970117599387384,6726.39990234375,0.9844047478789957,927894000.0,0.9924110760907194,9718.1103515625,0.9757596586190108,97697000.0,1.0,17204.859375,0.9849427078650563,93520000.0,1.0,1126.0999755859375,0.9834917270017347,3273060000.0,0.9986561589190337,4546.93017578125,0.9823419239006228,1939610000.0,0.9904192993451665,1221.199951171875,0.9904192993451665,11.0,0.9912663837293997,9.15999984741211,0.9890830317182088,113200.0,0.9980044610642091,17.540000915527344,0.9894526018452346,94.0,0.9998367465272242,3.0625,0.9937959009287308,449.0,0.993051084888636,93.54000091552734,0.984071008668098,248852.0,0.9801207859485904,3.9739999771118164,0.9620030136492538,80683.0,0.999789630668904,109.34400177001953,0.9925281558242964,0.0,0.9995399443289746,1.2784944772720337,0.9937781526517678,0.0,0.9970858981282152,0.6142500042915344,0.9960928270165025,0.0,0.8454163693934209,16.690000534057617,0.8406230847231894,0.0,0.8344017338940857,18.719999313354492,0.8322649837167236,0.0,0.9992144173381436,2.5460000038146973,0.9835035132560168,0.0,0.9972206808434054,1.7990000247955322,0.9794329852298433,0.0,1.0,0.007000000216066837,0.4285714190681373,0.0,0.9991405762095326,423.5199890136719,0.9668209238816556,26814400.0
2014-09-26,0.9898558554229099,1986.3699951171875,0.9898558554229099,2929440000.0,0.9885266932838824,4411.990234375,0.9838258138001956,96004000.0,0.9963535707251651,6664.0,0.9926620794802296,589221500.0,0.9953076538084888,9545.33984375,0.9905231283099124,83499600.0,0.9883642698801449,17148.150390625,0.9883345427309546,74670000.0,0.9927661349367938,1119.72998046875,0.9922392527146481,2929440000.0,0.9913037658127111,4515.75,0.991082318655539,1637480000.0,1.0,1214.0999755859375,1.0,19497.0,0.9988975440414595,9.069999694824219,0.979051864743532,136800.0,1.0,17.476999282836914,1.0,72.0,1.0,3.066999912261963,0.9876100849429373,634.0,0.9851907161665292,93.86000061035156,0.9826337391559936,258890.0,0.9917417437574279,3.996000051498413,0.9807306956577927,100546.0,0.9936695537929144,109.31199645996094,0.9925260379479195,0.0,0.9997320693133324,1.2760473489761353,0.9938113429782776,0.0,0.9943644070052617,0.6157299876213074,0.994234497085497,0.0,0.9868586301321466,15.979999542236328,0.8954944198711835,0.0,0.9945116093364614,18.219999313354492,0.9149286885030526,0.0,0.9815614237433288,2.5490000247955322,0.9795998253156006,0.0,0.9647577031783192,1.815999984741211,0.9620044018161824,0.0,0.4285714190681373,0.007000000216066837,0.4285714190681373,0.0,0.9915433081938778,414.93798828125,0.964021164565959,21460800.0
2014-09-29,0.9988290053273295,1981.280029296875,0.9912985595274519,3094440000.0,0.9974461332033637,4401.06982421875,0.9847627823978788,84697000.0,0.999323704884948,6653.89990234375,0.993207035318441,564786600.0,0.9990110036884445,9504.98046875,0.9857590079214228,77424800.0,1.0,17107.689453125,0.989872404096431,70220000.0,0.9909687254685581,1120.550048828125,0.988630592406204,3094440000.0,0.9890591888668715,4515.240234375,0.9887491494733764,1737750000.0,0.9951727192117026,1222.199951171875,0.9939454241209429,6344.0,0.9900110820974907,9.010000228881836,0.9900110820974907,63800.0,0.9985737863719565,17.530000686645508,0.9931545445217914,232.0,0.9873997479340958,3.055500030517578,0.9873997479340958,594.0,0.9863693900692434,94.63999938964844,0.9799239059791591,261246.0,0.9687649906677633,4.1620001792907715,0.9637193617531475,129263.0,0.9969472827312312,109.73799896240234,0.9945142304290191,0.0,0.9969957091604946,1.2714558839797974,0.9961105389262541,0.0,0.9983133879471617,0.6166099905967712,0.9965942964325081,0.0,0.99297418970905,17.079999923706055,0.9045667376041043,0.0,0.8827225274146409,19.100000381469727,0.8827225274146409,0.0,0.9992003778090924,2.500999927520752,0.9912035839242003,0.0,0.9988751550877325,1.777999997138977,0.9876265718713679,0.0,0.6000000186264519,0.004999999888241291,0.6000000186264519,0.0,0.9784975259443502,385.21099853515625,0.9663275234868522,32497700.0
2014-09-30,0.9964939612961417,1985.1700439453125,0.9918344108318314,3951100000.0,0.9865413750466117,4435.06982421875,0.9851614379926155,126214700.0,0.9981528773719559,6658.89990234375,0.991395004350894,882273900.0,0.9949246519549763,9495.0,0.9905097049433913,89859600.0,0.9956459634341126,17145.099609375,0.9925348795112853,102290000.0,0.9995709479845358,1118.699951171875,0.9847770555377936,3951100000.0,0.9979168958941405,4522.06005859375,0.9915636011354494,2200380000.0,0.9972090769331592,1218.199951171875,0.9883434971753077,680.0,0.9955307304239696,8.949999809265137,0.9843576097617892,267600.0,0.9979948526172965,17.454999923706055,0.966485300084238,53.0,1.0,3.0290000438690186,0.9920766163484617,331.0,0.9940989970602311,94.9000015258789,0.9574288635345738,429251.0,0.9894686096088052,4.177999973297119,0.9808521004745432,125731.0,0.9961306715391286,109.83699798583984,0.9942187558065106,0.0,0.9991345074200363,1.2701992988586426,0.9899158195375706,0.0,0.9955693846697433,0.6184300184249878,0.9927558427354197,0.0,0.9427875522460277,16.43000030517578,0.9239196605732123,0.0,0.9506966728929777,18.65999984741211,0.9383708666701965,0.0,0.9972122780919714,2.510999917984009,0.9892473312262738,0.0,0.9916341406366455,1.7929999828338623,0.9827105307213578,0.0,0.45454544684857373,0.02199999988079071,0.45454544684857373,0.0,0.9619185337212546,390.97698974609375,0.9551533797592076,34707300.0
